Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Alcohol Percentage,Price,Awards,Palate,Finish,Nose
Dalmore Dominium,Dalmore,Highland Whisky,Dalmore,Scotch Whisky,5,(3 Reviews),"(70cl, 43%)",70.44,1,"Exotic spice, sweet chilli, dried fruit and mixed peels.","Fruit salad, caramel and a little black pepper.","Spicy, vinous and honeyed with incense notes."
Benromach 1981,Benromach,Speyside Whisky,Benromach,Scotch Whisky,,,"(70cl, 58.1%)",,0,,,
Nikka Tsuru,Nikka,Japanese Whisky,Nikka,Japanese Whisky,,,"(70cl, 43%)",,0,,,
Dalmore The Quintet,Dalmore,Highland Whisky,Dalmore,Scotch Whisky,4.5,(2 Reviews),"(70cl, 44.5%)",82.95,0,"Red apples, Cadbury's Fruit & Nut, mint leaf, cinnamon sticks, toffee, old oak furniture.",Lingering whispers of cigar box and espresso.,"Dried pineapple, floral honey, stewed plums, strawberries, a hint of baked earth."
Ardmore Traditional,Ardmore,Highland Whisky,Ardmore,Scotch Whisky,3.5,(53 Reviews),"(70cl, 46%)",44.95,2,"Lots of barley and cereal notes, oodles of rich bourbon, smoke and peat still present. Charming interplay through the caramel sweetness and the vanilla spiced oak.","Has a sharp edge, more caramel and sugary barley notes and a lanolin smoothness and more tapering smoke.",Full of caramel. Toasted oak is evident and rich and just the faintest peat has muscled its way through.
Dalmore The Quartet (1L),Dalmore,Highland Whisky,Dalmore,Scotch Whisky,,,"(100cl, 41.5%)",105,0,"Christollen cake, sherry-soaked raisins, and soft chewy liquorice.",Doyenne pear with raspberry coulis and chocolate truffles.,"Madagascan vanilla pods, candied blood orange, and ripe red grapes."
Amrut Portonova,Amrut,Indian Whisky,Amrut,Indian Whisky,4.5,(6 Reviews),"(70cl, 62.1%)",,0,"Fruity and intense with tropical fruits, redcurrant jelly, baked bananas and cinnamon.","Long and fruity, hints of cranberry.","Fruity, chocolate-driven nose with syrup, toffee and a hint of coconut, pepper and allspice. Red berries too!"
Benriach 1981,Benriach,Speyside Whisky,Gordon & MacPhail,Scotch Whisky,,,"(70cl, 43%)",,0,,,
Smoky Shores (Wemyss Malts),Wemyss Malts,Scotch Whisky,Wemyss Malts,Scotch Whisky,5,(1 Review),"(70cl, 46%)",49.94,0,"Softly peppery, with continued peaty wafts and coastal breeze.","Bonfires on beaches, rosemary, and a touch of dark chocolate.","Sea shells, tarry ropes, orange peel, wood smoke."
The Macallan Terra,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,4.5,(5 Reviews),"(70cl, 43.8%)",159.95,0,"Melted chocolate, dried apricot, toffee pennies and a touch of strawberry jam.",Baking spices and dried oak notes take shape on the finish.,"Fresh orange, brioche, coffee, sultana and walnut loaf."
Bivrost Niflheim,Bivrost,Norwegian Whisky,Bivrost,Norwegian Whisky,4,(3 Reviews),"(50cl, 46%)",75,0,"Festive spices and orange oil, plus a few wafts of toasted cedar.","Subtly earthy with barley and oak, though chocolate sweetness persists.","Honeycomb and crisp pear, with a hint of coconut ice."
Tomatin Contrast,Tomatin,Highland Whisky,Tomatin,Scotch Whisky,5,(1 Review),"(70cl, 46%)",99.54,0,,,
Kura The Whisky,Helios,Japanese Whisky,Helios,Japanese Whisky,2.5,(15 Reviews),"(70cl, 40%)",91.95,0,"Brown sugar, burnt oak again (now with a touch of earthiness to it), lime marmalade.",Rye bread and a touch of bitter grape.,"Toasted oak and a touch of moss, creamy lemon and soft malt."
Mannochmore 10 Year Old 2011 (cask 15446) - Provenance (Douglas Laing),Mannochmore,Speyside Whisky,Douglas Laing,Scotch Whisky,,,"(70cl, 46%)",52.32,0,"Cinnamon and black pepper spiciness, mellowed by a thick layer of toffee.","Cooked apple and pear, dusted with nutmeg.","Vanilla latte, raisin, and nutty malt."
Glenmorangie The Tayne,Glenmorangie,Highland Whisky,Glenmorangie,Scotch Whisky,4,(30 Reviews),"(100cl, 43%)",79.95,2,"Orange oil starts off the palate, before giving way to brown sugar and more mixed nuts.",Quite long and spicy.,"Almonds and walnuts, covered in caramel and brown sugar. A little hint of ground clove brings spiciness."
Pappy Van Winkle's Family Reserve Bourbon 15 Year Old,Old Rip Van Winkle,American Whiskey,Old Rip Van Winkle,American Whiskey,4.5,(4 Reviews),"(75cl, 53.5%)",150,1,"Buttery and very rum-like in the mouth. Candy floss sweetness, caramel richness, and the softest, juiciest oak imaginable.",Hints of exotic spices combine with Demerara. Long and rich.,"Wood, but so very balanced with nuttiness, toffee and a rum-like complexity, that it’s just perfect. Wood shavings, hints of dried berry fruits, and a faint shade of pepper provide a mouth-watering aroma…"
Ardbeg Blaaack,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,5,(4 Reviews),"(70cl, 46%)",299,0,"Spiced fruit compote, more red berries, another helping of smoked meat, coffee, charred oak and brandied cherries.","Black pepper and cinnamon spiciness, with orange zest bringing some balancing fruity notes.","Raspberries and blackcurrant, followed up by baked earth and honey-glazed ham."
Van Winkle Special Reserve 12 Year Old,Old Rip Van Winkle,American Whiskey,Old Rip Van Winkle,American Whiskey,4.5,(7 Reviews),"(75cl, 45.2%)",125,0,"Soft with gentle spices, charcoal, cinnamon bark, hints of cold coffee and honey.","Pertains to sweetness, but really the beauty of this is the aromatic savouriness that lies underneath the caramel.","Butterscotch on the nose, with soft sweetness and Demerara sugar."
Benromach 1968,Benromach,Speyside Whisky,Benromach,Scotch Whisky,,,"(70cl, 43%)",,0,"Full, sherried. Dry oak. Fruity.","Refined, fruitcake, spicy.","Sultana. Cigar boxes, honey. Calves leather."
Islay Journey,Hunter Laing,Scotch Whisky,Hunter Laing,Scotch Whisky,4.5,(4 Reviews),"(70cl, 46%)",30.95,0,"Hallmark notes of earthy peat, sea spray and mineral-heavy seaweed, with icing sugar and creamier notes of vanilla and milk chocolate.","Medium length, with a sprinkle of sea salt and a dash of fresh citrus.","Hefty aromas of peat smoke, a flint-y minerality, sea breeze and bonfire ash, with a burst of red berry and vanilla sweetness."
Knockando 1980,Knockando,Speyside Whisky,Knockando,Scotch Whisky,,,"(70cl, 40%)",,0,,,
Knockando 1976,Knockando,Speyside Whisky,Knockando,Scotch Whisky,5,(1 Review),"(70cl, 40%)",,0,"The delivery is surprisingly light given the rich nose and the depth of sherry-infused colour. There are still some tropical fruit notes, however soon the caramel, tobacco, take control.",A very floral finish riding over caramel undertones.,"Caramel, salted figs, toffeed leather, and floral celery are all elements of this very complex nose. There's a small hint of sulphur too."
Cameron Brig,Cameron Bridge,Lowland Whisky,Cameron Bridge,Scotch Whisky,4.5,(20 Reviews),"(70cl, 40%)",23.33,0,"Caramel, mixed peels, a touch of sherry, sultanas.","Medium length, oak and honey, more peels.","Light, subtle. Honey, spice."
Edradour 30 Year Old 1973,Edradour,Highland Whisky,Edradour,Scotch Whisky,,,"(70cl, 53.4%)",,0,"Various fruits, touch of vinosity, dark rum. Cereals, spices.",Long and effortless. Cereals. Oak.,"Good body. Textured. Sublime balance. Damson jam, plummy, herbal. Rather lovely vegetal note."
Dalmore Cromartie,Dalmore,Highland Whisky,Dalmore,Scotch Whisky,5,(5 Reviews),"(70cl, 45%)",,0,"The palate is as thick as the nose suggests. The dried fruit dominates... add figs to the mix, plus there's sweet marmalade, chocolate and leather, with a good jolt of pepper.","Dark, dark chocolate, 80 percent cocoa solids at least. A balanced bitterness over marmalade caramel.","Floral, with thick dried fruit; there are raisins, dates and some candied peels."
Macallan Genesis,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,,,"(70cl, 45.5%)",,0,"Subtle spices (cinnamon), ginger, chocolate, an elegant mouth coating, the dried fruits on the taste are far more intense than on the nose.","Medium length, sweet yet dry. A clean and warming finish.","Subtle sweet dried fruits, oak, fresh apple and chocolate."
Suntory Whisky Royal,Suntory,Japanese Whisky,Suntory,Japanese Whisky,,,"(70cl, 43%)",,0,,,
Scarabus Batch Strength,Hunter Laing,Scotch Whisky,Hunter Laing,Scotch Whisky,4,(2 Reviews),"(70cl, 57%)",45.08,0,"Pink peppercorn and red chilli flake, balanced by soft vanilla and a drizzle of honey.","Toffee, honeycomb and a touch of ash.","Cut oak, pear, green apple, smoke slowly building the longer it stays in the glass."
Tullibardine 1965,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,,,"(70cl, 48.3%)",,0,,,
Drumguish,Speyside,Speyside Whisky,Drumguish,Scotch Whisky,3.5,(35 Reviews),"(70cl, 40%)",,0,"Rich, soft, fudge, touch of rum.","Cereals, toasted oak, vanilla spice, caramel.","Walnuts, honey, barley. Pepper. Smoke, herbal, leather, cigar boxes, a little fudge."
Benriach 12 Year Old 2009 (cask 4835) - Peated,Benriach,Speyside Whisky,Benriach,Scotch Whisky,,,"(70cl, 59.7%)",99,0,"Still has hints of rich coffee to it, along with red fruit and a smidge of anise.",Lasting cacao and earthy peat.,"Dark chocolate dotted with cherry and coffee, plus a fair waft of spicy smoke."
The Belgian Owl Whisky,The Owl Distillery,Belgian Whisky,The Owl Distillery,Belgian Whisky,,,"(50cl, 46%)",49.95,1,"Cookie dough, golden syrup, a touch of floral barley.","Sweet fruit notes once again, now paired with brown sugar and Alpine herbs.","Fried banana, fresh pear, charred oak and a touch of baking spice."
Balblair 1989,Balblair,Highland Whisky,Balblair,Scotch Whisky,4.5,(8 Reviews),"(70cl, 43%)",,0,"Full and tight, barley notes with their silken sweetness and more vanilla oak.","Good length, the sweet, bourbon oak lingers and with it creamy barley.","Crisp, balanced, a lovely dose of bourbon. Vanilla and spicy oak roll."
Tullibardine 1992,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,,,"(70cl, 46%)",,0,,,
Kilkerran 11 Year Old Open Day 2017,Kilkerran,Scotch Whisky,Kilkerran,Scotch Whisky,,,"(70cl, 60.3%)",,0,,,
Cameronbridge 19 Year Old - World Whiskies (WM Cadenhead),Cameron Bridge,Lowland Whisky,WM Cadenhead,Scotch Whisky,3,(1 Review),"(70cl, 59.4%)",,0,,,
Bowmore 52 Year Old 1965,Bowmore,Islay Whisky,Bowmore,Scotch Whisky,,,"(70cl, 42%)",42999,0,Burnt heather and fresh spring flower.,"A touch of jasmine, dried fruit and apricots. Best savoured neat.","Fragrant fruits, sweet beeswax and intense dark chocolate."
Kilchoman Machir Bay Cask Strength,Kilchoman,Islay Whisky,Kilchoman,Scotch Whisky,4.5,(1 Review),"(70cl, 58.3%)",58.94,0,"Oily orange is joined by more earthy peat, dried fruit, and peppery spice.",Long and full of spice.,"Lemon peel, orchard fruit, oak char, and grassy peat."
Glenfarclas 105 - 1990s,Glenfarclas,Scotch Whisky,Glenfarclas,Scotch Whisky,,,"(70cl, 60%)",150,0,,,
Opulence,Master of Malt,Scotch Whisky,Master of Malt,Scotch Whisky,4,(4 Reviews),"(70cl, 40%)",,0,"Full and buoyant, akin to a private party submarine drifting beside the Lucayan Archipelago on the way to a festival on the island of Great Exuma.",As lengthy as a handshake from the bank manager as they congratulate you for depositing yet another £1 million cheque.,"Rich in smoothness, like caressing a gold bar with your hand in a platinum glove that was once owned by a Danish monarch."
Seven Islands,Seven Islands,Scotch Whisky,Seven Islands,Scotch Whisky,5,(3 Reviews),"(70cl, 42.8%)",,0,"Lemon zest and honey. Spongecake, golden syrup and spicy oak.","Toasted, spiced finish.","Florentines become acacia honey and allspice. Stone fruit too, with gingerbread and golden syrup."
Frisky Panky Blended Whisky,Frisky Panky,Scotch Whisky,Frisky Panky,Scotch Whisky,4,(1 Review),"(70cl, 40%)",32.95,0,"Grain sweetness, caramel and tropical fruit, with barley sugar and toasted nuts leading into candied peels.","Waxy honey and oak spice with cereal in milk, and a sprinkle of brown sugar.","Banana in custard, with malt emerging alongside touches of citrus, honey and toasty oak."
Ladyburn 1973,Ladyburn,Lowland Whisky,Ladyburn,Scotch Whisky,4,(2 Reviews),"(70cl, 50.4%)",,0,,,
The Claymore Blended Whisky,The Claymore,Scotch Whisky,The Claymore,Scotch Whisky,3.5,(24 Reviews),"(70cl, 40%)",17.59,1,,,
Girvan 26 Year Old - World Whiskies (WM Cadenhead),Girvan,Lowland Whisky,Girvan,Scotch Whisky,,,"(70cl, 56.6%)",,0,,,
Imperial 1994 (Gordon & MacPhail),Imperial,Speyside Whisky,Gordon & MacPhail,Scotch Whisky,4.5,(1 Review),"(70cl, 43%)",,0,,,
Kamiki Intense Wood,Kamiki,Japanese Whisky,Kamiki,Japanese Whisky,,,"(50cl, 48%)",61.95,0,Bold cedar with earthen wafts of tobacco and tea. Malt and cinnamon spice combine with plenty of intense wood influence.,"Peppery cedar, brown bread and honey with lingering wood and spice on the finish.","Fresh, drying wood, and dried tea leaves in a tin."
Bell's 1998 Christmas Decanter,Bell's,Other Scotch Whisky,Bell's,Scotch Whisky,,,"(70cl, 40%)",,0,"Quite smooth, medium body. Barley and cereals with nut oils, hints of wood and spice.",Short with notes of fruitcake and smoke.,Quite soft and gentle. Malted barley and hints of cut herbs and a fresh floral note. Cereal and grist with a little honey.
Yoichi 1989,Yoichi,Japanese Whisky,Yoichi,Japanese Whisky,,,"(70cl, 55%)",,0,,,
Tullibardine 1966,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,,,"(70cl, 49.8%)",,0,,,
Tomatin Decades,Tomatin,Highland Whisky,Tomatin,Scotch Whisky,4,(2 Reviews),"(70cl, 46%)",,0,,,
Secret Irish Distillery 8 Year Old 2011 (Master of Malt),Master of Malt,Irish Whiskey,Master of Malt,Irish Whiskey,,,"(70cl, 60%)",34.95,0,"A soft opening with oily, melted butter quickly leads to warming layers of candied root ginger and green peppercorns. The strength certainly shows, while dried goji berries, creamy vanilla, and fresh oak spice nestle in the depths.","Those delicate berry notes continue with hints of tangy freeze-dried raspberry, green apple, and notes of soft marshmallow, blanketed with a tangle of fiery spice and silky clotted cream.","Lime peels, a touch of pith, pepper, dried herbs, cedar, pancake batter, fresh oak and a touch of nutmeg."
Glenmorangie A Tale of Cake,Glenmorangie,Highland Whisky,Glenmorangie,Scotch Whisky,3.5,(4 Reviews),"(70cl, 46%)",74.95,0,"The palate is complex, tart and has some slightly tannic wood notes which cut through flinty minerality tones as well as tinned peaches, orange chocolate, apricot croissant and more vanilla. There are honey roasted almonds and a little dark fruit underneath.","The finish lingers for an age with notes of marmalade, honeycomb and some fresh pear.","There’s plenty of classic Glenmorangie goodness here, orchard fruits, acacia honey and creamy vanilla initially, followed by stewed orange, golden sultanas and a little Amalfi lemon. Then there’s white chocolate and crème brûlee with hints of elderflower, a fresh wholemeal loaf and a little mint among an array of fruity elements like nectarines in syrup, dried mango and apricot yoghurt."
Craigellachie 10 Year Old Oloroso Cask Finish (Darkness),Craigellachie,Scotch Whisky,Darkness,Scotch Whisky,,,"(50cl, 63.3%)",109.95,0,"Sweet, sherried fruits and Madeira cake with dried apricot and sultanas. Crystalised ginger brings warmth alongside bold oak char and meaty, spicy malt.","A brilliant balance of sweetness and spice, with rich fruit cake, peppery barley, and delicate oak.","Robust notes of roasted malt lead, with poached pear and burnt sugar, while wafts of leathery oak and peppery spice linger in the distance."
Penderyn Sherrywood Finish,Penderyn,Welsh Whisky,Penderyn,Welsh Whisky,4,(10 Reviews),"(70cl, 46%)",44.24,2,"Barley sugar sweets, Ryvita crackers and sherried sultanas, hints of peach and creamy malt throughout.","Peppery dry, creamy butter fudge and yet more pepper prickle on the finish!","Heaps of fresh apples and pears! Sweet candy floss, creamy vanilla, oak and prunes."
Spice King 12 Year Old Highland and Islay (Wemyss Malts),Wemyss Malts,Scotch Whisky,Wemyss Malts,Scotch Whisky,4.5,(2 Reviews),"(70cl, 52%)",37.94,0,"Pepper crackers, lemon tarts, nutmeg, burnt heather, and herbal smoke.","Charred oak, spicy zest, toasted barley and floral peppery peat.","Black pepper, cinnamon sticks, and candied orange, with mellow sweet smoke."
Speyburn Hopkins Reserve,Speyburn,Speyside Whisky,Speyburn,Scotch Whisky,4.5,(3 Reviews),"(100cl, 46%)",34.95,0,"Fruity and sweet, with crisp toffee apple, cereal notes and lemon peel underpinned by a gentle smokiness.",Citrus zest and subtle hints of spice linger on the finish.,"Very subtle aromas of peat smoke tease out candied citrus fruit, with sweet butterscotch, vanilla and baking spice."
The Macallan 1851 Inspiration,The Macallan,Scotch Whisky,The Macallan,Scotch Whisky,,,"(70cl, 41.3%)",,0,,,
The Macallan Coronation,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,,,"(70cl, 56.9%)",,0,,,
Tullibardine 1993,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,3.5,(3 Reviews),"(70cl, 40%)",,0,,,
Port Dundas 43 Year Old 1978 (cask 14767) - Xtra Old Particular (Douglas Laing),Port Dundas,Lowland Whisky,Douglas Laing,Scotch Whisky,,,"(70cl, 53.3%)",469.42,0,"The palate bursts with rich cocoa, charred oak and an allspice warming kick.","The finish lingers wonderfully with more spice, a touch of butterscotch and crunchy biscuits.","Anticipate treacle, juicy cranberries, cinnamon and sweet cereal on the nose."
Torabhaig Legacy 2017,Torabhaig,Scotch Whisky,Torabhaig,Scotch Whisky,5,(6 Reviews),"(70cl, 46%)",49.95,0,"The peat is more pronounced here and has an ashy profile with a touch of iodine. More briny sweetness and orchard fruit (apples and pears mostly) are present too, as well as notes of tinned apricots, wild herbs, fennel, brown bread with salted butter, shellfish doused in lemon juice and freshly cracked black pepper. Throughout there are some light floral and medicinal elements, while the cask adds flavours of vanilla, banana and roasted nuts.","The finish is lightly charred with wood smoke and has plenty of that salty, seaside charm (cockle brine, rock pools etc.) There’s also browning apples, eucalyptus, a little chewy liquorice and dark fruit.","Whispers of coastal peat pass through vanilla and a rich, warming apple note, like the inside of a freshly baked crumble. There’s also wet oak, limestone, mineral salts, seaweed, cockle brine, dried grass and a slight vegetal element among a very pleasant note of sherbet lemons. Underneath there are touches of toasted almond, darker fruits, sugary latte, white pepper and toffee."
